CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,ContractType,InternetService,OnlineSecurity,TechSupport,PaymentMethod,CallDuration,Complaints,RechargeFrequency,Churn,ChurnProbability,Segment
CUST-00448,Female,0,27,49.76,1181.55,One Year,Fiber Optic,Yes,Yes,Electronic Check,380.0,3,5,1,0.5267,At Risk
CUST-00449,Male,0,15,62.69,894.99,Month-to-Month,DSL,No,No,Bank Transfer,75.4,2,3,1,0.8488,At Risk
CUST-00450,Male,0,72,54.61,4067.1,Two Year,Fiber Optic,No,No,Electronic Check,89.0,0,2,0,0.1337,Loyal
CUST-00451,Female,0,31,75.75,2399.71,Two Year,Fiber Optic,Yes,No,Electronic Check,377.7,2,3,0,0.2675,Dormant
CUST-00452,Female,0,72,42.27,3176.59,One Year,No,No Internet Service,No Internet Service,Bank Transfer,392.6,3,1,0,0.2561,Dormant
CUST-00453,Male,0,43,118.84,5008.41,Month-to-Month,DSL,No,Yes,Electronic Check,223.7,0,6,0,0.1565,Loyal
CUST-00454,Female,0,55,69.09,3743.57,One Year,No,No Internet Service,No Internet Service,Credit Card,113.7,1,6,0,0.0833,Loyal
CUST-00455,Male,0,40,37.8,1474.21,Month-to-Month,Fiber Optic,Yes,No,Mailed Check,535.1,1,10,0,0.1898,Loyal
CUST-00456,Male,0,14,66.66,909.5,Month-to-Month,DSL,Yes,No,Credit Card,60.2,2,5,1,0.8236,At Risk
CUST-00457,Male,0,6,106.37,561.27,Two Year,DSL,No,No,Mailed Check,438.9,1,7,0,0.3754,Dormant
CUST-00458,Male,0,11,20.22,213.24,Two Year,Fiber Optic,No,Yes,Mailed Check,109.8,3,3,0,0.231,Dormant
CUST-00459,Male,1,1,87.31,80.96,Month-to-Month,No,No Internet Service,No Internet Service,Electronic Check,393.3,0,6,0,0.157,Loyal
CUST-00460,Male,1,17,73.89,1178.89,Two Year,Fiber Optic,Yes,Yes,Bank Transfer,408.3,0,1,0,0.186,Loyal
CUST-00461,Male,0,16,35.29,539.07,One Year,Fiber Optic,Yes,No,Electronic Check,488.4,0,4,0,0.1425,Loyal
CUST-00462,Female,0,17,101.38,1509.2,Month-to-Month,DSL,No,Yes,Electronic Check,255.2,3,4,1,0.6783,At Risk
CUST-00463,Female,0,72,55.63,3692.53,Month-to-Month,DSL,No,No,Electronic Check,42.4,1,4,1,0.4834,Dormant
CUST-00464,Female,0,58,47.97,2400.23,Month-to-Month,Fiber Optic,No,No,Electronic Check,319.15,1,7,0,0.0867,Loyal
CUST-00465,Female,0,4,102.47,428.71,Two Year,Fiber Optic,No,No,Electronic Check,283.1,2,5,1,0.8393,At Risk
CUST-00466,Male,0,11,83.13,798.94,Two Year,Fiber Optic,No,No,Bank Transfer,319.15,3,4,1,0.6746,At Risk
CUST-00467,Male,0,13,109.62,1284.98,Month-to-Month,DSL,No,No,Electronic Check,472.3,1,5,0,0.5336,At Risk
CUST-00468,Female,1,10,82.25,845.74,One Year,DSL,Yes,No,Electronic Check,314.0,1,8,0,0.2462,Dormant
CUST-00469,Male,1,38,93.56,3365.22,Two Year,Fiber Optic,No,No,Credit Card,599.7,4,8,1,0.4419,Dormant
CUST-00470,Female,0,17,103.32,1540.62,Two Year,No,No Internet Service,No Internet Service,Bank Transfer,293.4,1,5,0,0.1792,Loyal
CUST-00471,Male,0,20,23.58,471.59999999999997,Month-to-Month,Fiber Optic,No,No,Credit Card,427.0,0,4,1,0.5382,At Risk
CUST-00472,Female,0,46,97.16,4469.36,One Year,DSL,No,No,Credit Card,411.8,1,9,0,0.1418,Loyal
CUST-00473,Male,0,39,80.6,2797.76,Two Year,DSL,Yes,No,Electronic Check,325.3,1,6,0,0.0507,Loyal
CUST-00474,Female,0,3,25.09,64.76,Month-to-Month,DSL,Yes,Yes,Credit Card,363.6,3,2,1,0.9086,At Risk
CUST-00475,Female,0,30,69.87,1965.4,Month-to-Month,Fiber Optic,No,No,Electronic Check,485.2,2,3,1,0.7093,At Risk
CUST-00476,Female,0,13,26.41,347.22,Two Year,Fiber Optic,Yes,No,Credit Card,355.8,2,3,1,0.6536,At Risk
CUST-00477,Male,0,8,93.07,720.13,Month-to-Month,No,No Internet Service,No Internet Service,Mailed Check,286.6,1,6,0,0.3136,Dormant
CUST-00478,Female,0,1,73.74,71.62,Two Year,Fiber Optic,No,No,Mailed Check,407.4,2,3,1,0.807,At Risk
CUST-00479,Female,0,16,115.26,1641.52,Month-to-Month,DSL,No,No,Bank Transfer,50.2,2,4,0,0.3656,Dormant
CUST-00480,Female,0,10,36.68,337.01,Month-to-Month,Fiber Optic,Yes,No,Credit Card,92.2,1,4,1,0.6623,At Risk
CUST-00481,Female,0,6,79.82,488.04,Month-to-Month,Fiber Optic,Yes,Yes,Bank Transfer,101.5,2,1,0,0.5228,At Risk
CUST-00482,Female,0,28,39.58,961.48,Month-to-Month,DSL,Yes,No,Mailed Check,272.7,0,4,0,0.2909,Dormant
CUST-00483,Male,0,35,80.63,2882.97,Month-to-Month,No,No Internet Service,No Internet Service,Electronic Check,526.9,1,4,0,0.3881,Dormant
CUST-00484,Female,0,6,91.71,520.95,One Year,No,No Internet Service,No Internet Service,Bank Transfer,396.7,0,6,0,0.2003,Dormant
CUST-00485,Female,0,1,91.68,93.28,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,584.4,0,3,1,0.6522,At Risk
CUST-00486,Female,1,45,101.14,4158.07,Two Year,Fiber Optic,No,No,Bank Transfer,52.8,1,1,1,0.6309,At Risk
CUST-00487,Male,0,1,105.06,96.42,One Year,Fiber Optic,Yes,Yes,Mailed Check,441.5,2,7,0,0.3421,Dormant
CUST-00488,Male,0,66,25.88,1708.63,Month-to-Month,Fiber Optic,Yes,No,Mailed Check,209.1,2,3,0,0.2635,Dormant
CUST-00489,Female,0,23,53.01,1227.76,Month-to-Month,DSL,No,No,Bank Transfer,43.3,1,10,1,0.6382,At Risk
CUST-00490,Female,1,9,88.09,710.3,One Year,DSL,Yes,Yes,Bank Transfer,500.8,2,3,1,0.7654,At Risk
CUST-00491,Male,0,6,68.86,431.58,Month-to-Month,DSL,No,Yes,Credit Card,122.7,2,4,1,0.6653,At Risk
CUST-00492,Female,0,1,37.45,32.47,Month-to-Month,Fiber Optic,No,No,Electronic Check,152.0,1,3,1,0.4945,Dormant
CUST-00493,Male,0,6,74.38,385.45,Two Year,Fiber Optic,Yes,Yes,Credit Card,224.1,1,2,0,0.2177,Dormant
CUST-00494,Male,0,3,59.56,173.16,Month-to-Month,Fiber Optic,No,Yes,Credit Card,479.4,0,4,0,0.2225,Dormant
CUST-00495,Male,0,22,57.78,1264.23,Month-to-Month,Fiber Optic,No,No,Credit Card,386.0,2,5,0,0.4172,Dormant
CUST-00496,Male,0,4,100.59,419.33,One Year,DSL,No,No,Credit Card,181.0,1,10,0,0.2838,Dormant
CUST-00497,Female,0,18,59.58,998.43,One Year,Fiber Optic,No,No,Bank Transfer,126.0,1,3,0,0.3049,Dormant
CUST-00498,Male,1,21,20.7,371.69,Month-to-Month,Fiber Optic,No,No,Electronic Check,92.4,3,5,1,0.707,At Risk
CUST-00499,Female,0,8,23.92,185.73,Two Year,Fiber Optic,Yes,No,Bank Transfer,115.4,1,5,0,0.1623,Loyal
CUST-00500,Female,0,1,105.34,95.64,One Year,DSL,No,No,Bank Transfer,524.8,1,3,0,0.3044,Dormant
CUST-00501,Female,0,1,115.98,108.63,One Year,No,No Internet Service,No Internet Service,Credit Card,555.9,0,6,0,0.1904,Loyal
CUST-00502,Female,0,1,88.22,83.61,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,581.7,1,5,0,0.2575,Dormant
CUST-00503,Male,0,32,55.17,1523.4,Two Year,DSL,No,No,Bank Transfer,505.8,1,2,0,0.1938,Loyal
CUST-00504,Female,0,9,113.74,969.61,Month-to-Month,No,No Internet Service,No Internet Service,Bank Transfer,535.8,4,3,1,0.7244,At Risk
CUST-00505,Female,0,38,85.61,3042.58,One Year,Fiber Optic,Yes,No,Electronic Check,495.2,3,5,0,0.3301,Dormant
CUST-00506,Male,0,13,104.12,1343.42,Month-to-Month,DSL,No,No,Electronic Check,576.1,1,8,1,0.7098,At Risk
CUST-00507,Female,0,14,96.12,1317.6,One Year,DSL,No,No,Bank Transfer,512.0,3,11,0,0.1992,Loyal
CUST-00508,Female,0,17,56.67,854.57,Month-to-Month,DSL,Yes,No,Electronic Check,293.3,0,6,1,0.6564,At Risk
CUST-00509,Female,0,29,66.83,1727.26,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,214.3,4,7,1,0.8045,At Risk
CUST-00510,Female,0,7,36.99,233.09,Two Year,Fiber Optic,Yes,Yes,Bank Transfer,363.0,3,10,0,0.1495,Loyal
CUST-00511,Female,0,3,47.79,127.0,Month-to-Month,DSL,Yes,No,Bank Transfer,376.7,3,9,0,0.4943,Dormant
CUST-00512,Male,1,19,97.37,1815.7,Month-to-Month,Fiber Optic,No,No,Bank Transfer,357.7,3,5,0,0.2961,Dormant
CUST-00513,Female,1,9,109.19,1030.75,One Year,DSL,No,No,Credit Card,432.8,1,4,0,0.2826,Dormant
CUST-00514,Female,0,14,91.89,1261.27,One Year,DSL,No,No,Electronic Check,428.4,1,5,0,0.2876,Dormant
CUST-00515,Male,0,24,65.45,1525.78,Month-to-Month,Fiber Optic,No,No,Electronic Check,79.7,2,2,0,0.4459,Dormant
CUST-00516,Male,0,16,26.82,399.93,Month-to-Month,DSL,No,No,Bank Transfer,192.7,0,5,1,0.1494,Loyal
CUST-00517,Male,0,23,23.81,499.72,Two Year,Fiber Optic,No,No,Credit Card,537.2,0,6,0,0.1468,Loyal
CUST-00518,Female,0,18,56.18,1043.82,One Year,No,No Internet Service,No Internet Service,Mailed Check,366.3,1,5,0,0.074,Loyal
CUST-00519,Female,0,32,65.31,2181.46,Month-to-Month,DSL,No,No,Electronic Check,217.3,5,3,0,0.6333,At Risk
CUST-00520,Male,0,29,80.13,2206.08,Two Year,DSL,No,No,Bank Transfer,514.8,1,7,0,0.0617,Loyal
CUST-00521,Female,0,18,18.66,304.99,One Year,DSL,No,Yes,Credit Card,172.0,2,6,0,0.3221,Dormant
CUST-00522,Male,0,27,118.95,3224.58,Month-to-Month,Fiber Optic,No,No,Electronic Check,263.2,1,3,1,0.2308,Dormant
CUST-00523,Female,0,49,55.12,2367.3,Month-to-Month,Fiber Optic,No,No,Electronic Check,187.5,2,2,1,0.7266,At Risk
CUST-00524,Female,0,13,104.51,1362.87,Month-to-Month,Fiber Optic,Yes,Yes,Mailed Check,526.7,0,10,0,0.2302,Dormant
CUST-00525,Female,0,12,72.57,882.85,Two Year,Fiber Optic,No,No,Electronic Check,445.1,2,6,0,0.3748,Dormant
CUST-00526,Male,0,34,31.3,931.15,Month-to-Month,Fiber Optic,No,No,Mailed Check,292.3,2,1,0,0.3526,Dormant
CUST-00527,Male,0,20,99.35,2077.15,Month-to-Month,DSL,No,No,Electronic Check,561.4,2,6,1,0.8444,At Risk
CUST-00528,Male,0,1,90.4,94.66,Two Year,Fiber Optic,No,Yes,Electronic Check,558.6,1,4,0,0.3074,Dormant
CUST-00529,Male,0,53,71.8,3947.51,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,435.6,1,6,0,0.1273,Loyal
CUST-00530,Female,0,1,70.48,66.9,One Year,DSL,Yes,Yes,Electronic Check,538.4,1,9,1,0.6804,At Risk
CUST-00531,Female,0,33,26.92,798.83,Month-to-Month,Fiber Optic,No,No,Electronic Check,440.1,1,8,0,0.2737,Dormant
CUST-00532,Female,0,34,84.9,2789.62,One Year,Fiber Optic,Yes,Yes,Credit Card,388.1,0,5,0,0.0616,Loyal
CUST-00533,Female,0,72,110.95,7461.06,Month-to-Month,DSL,No,Yes,Electronic Check,269.8,4,3,0,0.3214,Dormant
CUST-00534,Female,0,1,27.51,24.52,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,185.9,1,4,0,0.2583,Dormant
CUST-00535,Female,0,21,44.88,880.97,One Year,No,No Internet Service,No Internet Service,Credit Card,64.3,1,4,0,0.1864,Loyal
CUST-00536,Female,0,13,110.04,1405.88,One Year,DSL,Yes,Yes,Electronic Check,486.5,4,5,1,0.9056,At Risk
CUST-00537,Female,0,9,47.0,365.55,One Year,DSL,No,Yes,Electronic Check,99.6,1,3,0,0.4606,Dormant
CUST-00538,Male,1,2,84.7,155.29,One Year,Fiber Optic,Yes,Yes,Bank Transfer,263.9,1,4,0,0.1965,Loyal
CUST-00539,Male,0,19,72.55,1176.59,One Year,Fiber Optic,Yes,Yes,Electronic Check,163.7,1,7,0,0.1275,Loyal
CUST-00540,Male,0,15,78.83,1182.33,One Year,DSL,Yes,Yes,Mailed Check,289.1,1,7,0,0.1038,Loyal
CUST-00541,Female,0,2,60.41,118.18,One Year,No,No Internet Service,No Internet Service,Credit Card,209.5,1,4,1,0.6165,At Risk
CUST-00542,Female,0,22,48.6,922.22,One Year,Fiber Optic,Yes,No,Electronic Check,502.9,2,5,0,0.192,Loyal
CUST-00543,Male,1,32,22.95,765.94,One Year,No,No Internet Service,No Internet Service,Bank Transfer,587.6,3,5,0,0.3127,Dormant
CUST-00544,Female,0,34,93.92,2728.74,One Year,DSL,No,No,Credit Card,566.7,0,4,0,0.1231,Loyal
CUST-00545,Female,0,56,94.1,5100.93,Month-to-Month,No,No Internet Service,No Internet Service,Electronic Check,384.8,1,7,0,0.201,Dormant
CUST-00546,Male,0,12,86.41,1042.39,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,588.2,0,3,0,0.2765,Dormant
CUST-00547,Male,0,72,83.65,6068.45,Month-to-Month,DSL,No,Yes,Bank Transfer,258.4,1,2,0,0.1845,Loyal
CUST-00548,Female,0,48,42.86,1762.79,Two Year,No,No Internet Service,No Internet Service,Credit Card,327.8,1,0,0,0.0576,Loyal
CUST-00549,Female,0,8,20.28,167.32,Two Year,DSL,No,No,Electronic Check,176.4,1,10,1,0.572,At Risk
CUST-00550,Female,0,4,100.49,415.5,One Year,No,No Internet Service,No Internet Service,Electronic Check,541.9,0,3,0,0.2185,Dormant
CUST-00551,Female,0,13,68.1,851.9,Month-to-Month,Fiber Optic,No,Yes,Electronic Check,132.4,2,6,0,0.5247,At Risk
CUST-00552,Female,0,12,49.3,559.9,Month-to-Month,No,No Internet Service,No Internet Service,Mailed Check,378.0,1,6,0,0.2781,Dormant
CUST-00553,Female,1,20,28.4,487.9,Two Year,Fiber Optic,No,No,Electronic Check,485.7,3,2,0,0.28,Dormant
CUST-00554,Female,0,21,24.4,493.13,Two Year,Fiber Optic,No,No,Mailed Check,369.4,1,2,0,0.1532,Loyal
CUST-00555,Female,0,33,53.58,1647.69,Month-to-Month,DSL,Yes,No,Bank Transfer,74.9,2,5,1,0.7691,At Risk
CUST-00556,Male,0,17,100.08,1709.12,Two Year,Fiber Optic,No,Yes,Credit Card,378.5,3,5,1,0.3889,Dormant
CUST-00557,Male,0,2,111.71,207.95,Month-to-Month,Fiber Optic,No,Yes,Credit Card,467.2,1,3,0,0.4905,Dormant
CUST-00558,Male,0,46,109.47,4968.73,Month-to-Month,Fiber Optic,Yes,No,Credit Card,137.1,2,4,1,0.8802,At Risk
CUST-00559,Female,0,8,111.84,778.66,One Year,DSL,No,No,Electronic Check,450.1,5,5,1,0.915,At Risk
CUST-00560,Female,0,72,110.59,6979.83,One Year,Fiber Optic,No,Yes,Electronic Check,530.8,2,7,0,0.2186,Dormant
CUST-00561,Female,0,3,71.78,189.06,Two Year,Fiber Optic,Yes,No,Bank Transfer,592.3,0,3,0,0.2551,Dormant
CUST-00562,Male,1,72,40.38,2497.73,Month-to-Month,DSL,Yes,No,Mailed Check,263.7,0,5,0,0.0454,Loyal
CUST-00563,Male,0,2,99.4,190.5,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,44.3,2,9,1,0.7428,At Risk
CUST-00564,Male,0,6,39.8,240.9,Month-to-Month,No,No Internet Service,No Internet Service,Electronic Check,268.9,3,6,0,0.506,At Risk
CUST-00565,Male,1,1,45.26,44.0,Month-to-Month,DSL,Yes,No,Mailed Check,406.3,2,9,1,0.5719,At Risk
CUST-00566,Female,0,29,41.79,1169.48,One Year,Fiber Optic,No,No,Electronic Check,538.1,0,8,0,0.1068,Loyal
CUST-00567,Male,0,45,70.53,3129.81,Month-to-Month,No,No Internet Service,No Internet Service,Mailed Check,564.7,5,6,0,0.1629,Loyal
CUST-00568,Male,0,13,50.83,606.56,Month-to-Month,DSL,No,Yes,Electronic Check,548.5,1,3,0,0.3668,Dormant
CUST-00569,Female,0,63,33.72,1959.49,Month-to-Month,Fiber Optic,No,No,Credit Card,405.0,1,5,0,0.0903,Loyal
CUST-00570,Male,1,21,64.22,1231.09,One Year,Fiber Optic,No,No,Electronic Check,419.0,2,6,0,0.1364,Loyal
CUST-00571,Female,1,23,107.14,2445.55,One Year,Fiber Optic,No,Yes,Credit Card,31.4,3,6,1,0.7811,At Risk
CUST-00572,Female,0,44,76.2,2958.27,One Year,Fiber Optic,Yes,No,Credit Card,237.3,2,3,0,0.291,Dormant
CUST-00573,Male,0,8,107.59,733.85,Month-to-Month,Fiber Optic,Yes,Yes,Bank Transfer,546.9,2,3,1,0.7982,At Risk
CUST-00574,Female,0,10,37.98,368.12,Month-to-Month,DSL,No,Yes,Credit Card,423.1,3,8,1,0.7729,At Risk
CUST-00575,Female,0,56,35.03,2037.16,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,296.7,1,1,0,0.1694,Loyal
CUST-00576,Female,0,55,76.71,4100.42,Month-to-Month,Fiber Optic,No,Yes,Bank Transfer,89.4,3,4,0,0.3622,Dormant
CUST-00577,Male,0,72,65.26,4729.66,Month-to-Month,DSL,No,No,Credit Card,170.4,0,3,0,0.073,Loyal
CUST-00578,Female,1,55,85.34,4621.22,Month-to-Month,DSL,Yes,No,Electronic Check,346.3,2,1,1,0.6921,At Risk
CUST-00579,Male,1,3,99.05,282.14,One Year,No,No Internet Service,No Internet Service,Bank Transfer,541.6,0,4,1,0.5617,At Risk
CUST-00580,Male,0,41,94.63,3855.3,Two Year,Fiber Optic,Yes,No,Mailed Check,84.6,3,2,1,0.6903,At Risk
CUST-00581,Male,0,12,114.11,1369.32,Month-to-Month,Fiber Optic,No,No,Mailed Check,117.6,3,5,1,0.76,At Risk
CUST-00582,Female,0,72,58.62,3777.25,Two Year,No,No Internet Service,No Internet Service,Credit Card,403.4,1,2,0,0.0569,Loyal
CUST-00583,Male,0,15,39.05,537.27,Month-to-Month,Fiber Optic,Yes,No,Mailed Check,197.7,3,6,0,0.3701,Dormant
CUST-00584,Male,0,19,74.19,1261.24,One Year,No,No Internet Service,No Internet Service,Electronic Check,126.7,3,10,0,0.1227,Loyal
CUST-00585,Female,0,18,29.3,495.99,One Year,No,No Internet Service,No Internet Service,Credit Card,131.7,3,4,0,0.1532,Loyal
CUST-00586,Male,0,9,47.46,438.68,Two Year,Fiber Optic,No,Yes,Electronic Check,310.8,1,6,0,0.1204,Loyal
CUST-00587,Male,0,1,39.2,36.03,Month-to-Month,Fiber Optic,No,No,Credit Card,362.7,2,5,1,0.8889,At Risk
CUST-00588,Male,0,54,58.45,2919.24,Month-to-Month,Fiber Optic,No,Yes,Credit Card,545.5,1,4,0,0.1742,Loyal
CUST-00589,Male,1,38,29.34,1139.53,Month-to-Month,No,No Internet Service,No Internet Service,Credit Card,332.0,2,6,0,0.3194,Dormant
CUST-00590,Male,0,3,21.25,60.76,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,424.0,1,6,1,0.466,Dormant
CUST-00591,Male,0,35,84.99,2847.01,Two Year,DSL,Yes,Yes,Bank Transfer,133.0,2,8,0,0.1233,Loyal
CUST-00592,Female,0,23,80.25,1886.65,Two Year,DSL,Yes,Yes,Bank Transfer,436.7,4,6,1,0.7697,At Risk
CUST-00593,Male,0,12,90.25,1026.8,One Year,DSL,Yes,Yes,Mailed Check,399.8,2,5,0,0.3322,Dormant
CUST-00594,Male,1,7,85.36,589.34,One Year,No,No Internet Service,No Internet Service,Electronic Check,153.2,3,9,0,0.39,Dormant
CUST-00595,Female,0,47,29.66,1208.8,Two Year,No,No Internet Service,No Internet Service,Electronic Check,411.5,1,2,0,0.073,Loyal
CUST-00596,Male,0,28,47.69,1182.73,Month-to-Month,Fiber Optic,No,Yes,Bank Transfer,150.6,4,5,0,0.3902,Dormant
CUST-00597,Female,0,19,31.21,552.0,Month-to-Month,Fiber Optic,Yes,Yes,Bank Transfer,368.3,2,4,0,0.3531,Dormant
CUST-00598,Male,0,22,103.98,2170.82,Two Year,No,No Internet Service,No Internet Service,Bank Transfer,411.2,1,3,0,0.0982,Loyal
CUST-00599,Male,0,2,94.18,196.49,Month-to-Month,DSL,No,Yes,Bank Transfer,425.2,3,7,1,0.7942,At Risk
CUST-00600,Male,0,15,38.56,603.92,Month-to-Month,DSL,No,No,Bank Transfer,548.3,0,5,0,0.2459,Dormant
CUST-00601,Male,0,5,52.81,269.39,Month-to-Month,Fiber Optic,Yes,No,Bank Transfer,570.3,2,4,1,0.8135,At Risk
CUST-00602,Male,0,5,116.59,532.3,One Year,No,No Internet Service,No Internet Service,Electronic Check,491.8,2,2,0,0.4104,Dormant
CUST-00603,Male,0,25,78.6,2049.11,One Year,Fiber Optic,No,No,Mailed Check,530.9,1,6,0,0.1436,Loyal
CUST-00604,Male,0,58,99.72,5783.76,Month-to-Month,Fiber Optic,No,No,Electronic Check,41.0,2,7,1,0.8383,At Risk
CUST-00605,Male,0,12,44.99,501.33,One Year,DSL,Yes,Yes,Mailed Check,236.7,3,4,0,0.3871,Dormant
CUST-00606,Male,0,5,39.43,195.24,Two Year,Fiber Optic,Yes,Yes,Electronic Check,52.6,3,3,1,0.6563,At Risk
CUST-00607,Male,1,25,97.96,2089.74,Two Year,No,No Internet Service,No Internet Service,Bank Transfer,158.2,1,7,0,0.1404,Loyal
CUST-00608,Male,1,49,87.96,3789.52,One Year,Fiber Optic,Yes,No,Electronic Check,247.6,1,9,0,0.1016,Loyal
CUST-00609,Female,0,33,87.46,2932.18,Two Year,Fiber Optic,No,Yes,Electronic Check,524.5,1,6,0,0.1921,Loyal
CUST-00610,Female,0,48,74.37,3495.2,Two Year,DSL,No,Yes,Bank Transfer,321.7,0,3,0,0.0574,Loyal
CUST-00611,Male,0,18,75.48,1253.81,Month-to-Month,No,No Internet Service,No Internet Service,Electronic Check,399.9,0,8,0,0.1944,Loyal
CUST-00612,Female,0,33,93.04,2917.21,Month-to-Month,DSL,Yes,Yes,Bank Transfer,236.8,4,10,0,0.3293,Dormant
CUST-00613,Female,0,3,45.54,140.86,Month-to-Month,DSL,Yes,No,Credit Card,373.7,1,5,1,0.6463,At Risk
CUST-00614,Male,0,10,53.98,527.02,Month-to-Month,No,No Internet Service,No Internet Service,Bank Transfer,494.9,1,5,0,0.394,Dormant
CUST-00615,Female,0,11,106.91,1093.25,Month-to-Month,No,No Internet Service,No Internet Service,Bank Transfer,201.7,3,7,0,0.4522,Dormant
CUST-00616,Female,0,17,49.5,735.53,Month-to-Month,Fiber Optic,No,Yes,Bank Transfer,561.4,2,1,1,0.7839,At Risk
CUST-00617,Male,1,63,73.72,4220.56,Month-to-Month,Fiber Optic,Yes,No,Electronic Check,151.6,3,5,0,0.275,Dormant
CUST-00618,Male,0,49,89.67,4594.49,Month-to-Month,DSL,Yes,No,Bank Transfer,554.0,3,5,1,0.7935,At Risk
CUST-00619,Female,0,3,119.99,337.46,Month-to-Month,DSL,No,No,Electronic Check,46.1,1,5,0,0.3227,Dormant
CUST-00620,Female,0,4,62.4,235.71,One Year,DSL,Yes,Yes,Electronic Check,339.4,2,4,0,0.4864,Dormant
CUST-00621,Male,0,10,61.67,585.69,Two Year,Fiber Optic,No,Yes,Electronic Check,591.5,0,6,0,0.1788,Loyal
CUST-00622,Male,1,8,103.94,831.52,One Year,DSL,No,Yes,Bank Transfer,377.6,1,7,0,0.2515,Dormant
CUST-00623,Male,0,22,100.16,2139.15,Month-to-Month,No,No Internet Service,No Internet Service,Bank Transfer,346.3,1,8,0,0.1947,Loyal
CUST-00624,Male,0,55,92.57,5034.0,Month-to-Month,DSL,Yes,Yes,Credit Card,419.0,3,6,1,0.7351,At Risk
CUST-00625,Female,0,72,65.25,4359.19,Month-to-Month,Fiber Optic,Yes,Yes,Mailed Check,194.9,3,4,0,0.419,Dormant
CUST-00626,Male,1,25,51.04,1092.02,Month-to-Month,Fiber Optic,No,No,Mailed Check,60.7,1,2,1,0.3611,Dormant
CUST-00627,Male,0,43,80.09,3568.52,Two Year,Fiber Optic,Yes,Yes,Bank Transfer,173.1,0,5,0,0.0537,Loyal
CUST-00628,Female,0,17,107.37,1897.98,Month-to-Month,DSL,Yes,No,Bank Transfer,130.5,0,5,0,0.1881,Loyal
CUST-00629,Male,0,5,108.15,562.29,Two Year,No,No Internet Service,No Internet Service,Electronic Check,556.4,1,6,1,0.6977,At Risk
CUST-00630,Male,0,17,29.07,513.33,One Year,Fiber Optic,No,No,Electronic Check,515.8,2,4,1,0.3916,Dormant
CUST-00631,Female,0,19,61.69,1172.11,Month-to-Month,Fiber Optic,No,No,Mailed Check,211.1,1,7,0,0.3002,Dormant
CUST-00632,Female,0,32,65.4,2065.42,One Year,Fiber Optic,Yes,Yes,Mailed Check,506.6,0,5,0,0.172,Loyal
CUST-00633,Female,0,5,117.72,599.73,Month-to-Month,DSL,No,Yes,Bank Transfer,150.7,3,4,1,0.7109,At Risk
CUST-00634,Female,0,11,87.16,930.1,Month-to-Month,Fiber Optic,Yes,Yes,Mailed Check,143.8,4,3,1,0.7469,At Risk
CUST-00635,Male,0,10,59.54,522.09,One Year,Fiber Optic,Yes,Yes,Electronic Check,467.5,2,3,0,0.6163,At Risk
CUST-00636,Male,0,72,20.66,1380.78,Two Year,No,No Internet Service,No Internet Service,Electronic Check,216.4,1,5,0,0.0581,Loyal
CUST-00637,Female,0,14,75.67,1106.27,Two Year,No,No Internet Service,No Internet Service,Credit Card,66.9,0,4,0,0.2087,Dormant
CUST-00638,Male,1,33,27.8,844.22,Two Year,DSL,Yes,Yes,Electronic Check,440.4,0,3,0,0.2284,Dormant
CUST-00639,Male,0,33,103.11,3482.81,Month-to-Month,DSL,Yes,Yes,Electronic Check,594.1,1,4,1,0.6462,At Risk
CUST-00640,Male,0,7,94.76,576.19,Month-to-Month,DSL,No,No,Bank Transfer,352.6,0,7,1,0.6829,At Risk
CUST-00641,Male,0,20,64.97,1191.34,Month-to-Month,No,No Internet Service,No Internet Service,Bank Transfer,180.3,3,7,0,0.333,Dormant
CUST-00642,Male,0,53,61.78,3013.02,Month-to-Month,DSL,No,No,Bank Transfer,319.15,1,1,0,0.1259,Loyal
CUST-00643,Male,0,15,109.53,1413.46,Month-to-Month,Fiber Optic,No,Yes,Mailed Check,399.7,1,4,0,0.4147,Dormant
CUST-00644,Male,0,69,47.42,2859.12,One Year,Fiber Optic,No,No,Credit Card,429.8,2,9,0,0.1417,Loyal
CUST-00645,Male,0,5,43.4,192.83,One Year,Fiber Optic,No,No,Electronic Check,535.2,1,12,1,0.542,At Risk
CUST-00646,Female,0,1,113.8,115.8,Two Year,DSL,Yes,No,Mailed Check,548.0,1,3,1,0.5106,At Risk
CUST-00647,Female,0,53,100.54,4596.9,Two Year,DSL,Yes,Yes,Bank Transfer,520.9,5,7,0,0.3027,Dormant
CUST-00648,Female,0,45,101.7,4163.43,Month-to-Month,Fiber Optic,No,No,Electronic Check,399.6,1,4,1,0.5082,At Risk
CUST-00649,Female,0,72,37.91,2325.65,Two Year,DSL,Yes,Yes,Mailed Check,286.4,1,4,0,0.0791,Loyal
